model,year,price,transmission,mileage,fuelType,mpg,finance_monthly,lease_monthly,horsepower
Auris,2015,10499,Manual,26774,Gasoline,52.3,191.77,178.31,101
Auris,2017,14999,Automatic,14899,Hybrid,78.5,273.96,246.15,134
Auris,2017,15499,Automatic,12493,Hybrid,72.4,283.1,253.68,134
Auris,2016,13490,Automatic,23916,Hybrid,78.5,246.4,223.4,134
Auris,2017,11295,Automatic,11000,Gasoline,61.4,206.31,190.31,101
Auris,2014,13499,Automatic,32624,Hybrid,72.4,246.57,223.53,134
Auris,2016,12998,Automatic,30302,Hybrid,78.5,237.41,215.98,134
Auris,2013,6622,Manual,41959,Gasoline,47.9,120.95,119.87,132
Auris,2013,6622,Manual,41959,Gasoline,47.9,120.95,119.87,132
Auris,2016,14995,Automatic,11882,Hybrid,78.5,273.89,246.09,134
Auris,2016,12999,Automatic,39888,Hybrid,72.4,237.43,216,134
Auris,2014,10999,Automatic,42015,Hybrid,74.3,200.9,185.85,134
Auris,2016,14999,Automatic,13821,Hybrid,78.5,273.96,246.15,134
Auris,2014,12999,Automatic,20447,Hybrid,76.4,237.43,216,134
Auris,2016,10445,Manual,16514,Gasoline,58.9,190.78,177.5,101
Auris,2016,16245,Automatic,31177,Hybrid,78.5,296.72,264.93,134
Auris,2016,15495,Automatic,11898,Hybrid,78.5,283.02,253.62,134
Auris,2016,15000,Automatic,7700,Hybrid,78.5,273.98,246.16,134
Auris,2018,13490,Manual,21307,Gasoline,51.4,246.4,223.4,101
Auris,2017,18379,Automatic,9596,Hybrid,70.6,335.7,297.1,134
Auris,2016,14987,Automatic,24023,Hybrid,78.5,273.74,245.96,134
Auris,2014,10333,Automatic,52317,Hybrid,72.4,188.74,175.81,134
Auris,2017,14990,Automatic,15500,Hybrid,72.4,273.8,246.01,134
Auris,2018,16995,Automatic,15863,Hybrid,68.8,310.42,276.23,134
Auris,2014,12450,Automatic,46694,Hybrid,70.6,227.41,207.72,134
Auris,2017,18000,Automatic,17558,Hybrid,70.6,328.78,291.38,134
Auris,2015,13490,Automatic,27549,Hybrid,72.4,246.4,223.4,134
Auris,2016,14990,Automatic,18683,Hybrid,72.4,273.8,246.01,134
Auris,2017,15490,Automatic,25201,Hybrid,78.5,282.93,253.55,134
Auris,2017,11990,Automatic,42136,Hybrid,72.4,219,200.79,134
Auris,2016,14990,Automatic,16092,Hybrid,72.4,273.8,246.01,134
Auris,2017,14480,Automatic,20317,Hybrid,78.5,264.48,238.32,134
Auris,2017,16995,Automatic,23565,Hybrid,78.5,310.42,276.23,134
Auris,2017,15995,Automatic,27351,Hybrid,78.5,292.16,261.16,134
Auris,2017,13600,Automatic,47030,Hybrid,72.4,248.41,225.06,134
Auris,2013,6000,Manual,69995,Gasoline,47.9,109.59,110.49,132
Auris,2017,13995,Automatic,28498,Hybrid,78.5,255.63,231.01,134
Auris,2017,18495,Automatic,16998,Hybrid,70.6,337.82,298.84,134
Auris,2017,12495,Manual,13194,Gasoline,52.3,228.23,208.4,101
Auris,2015,8095,Manual,47541,Gasoline,46.3,147.86,142.07,132
Auris,2016,12995,Automatic,40133,Hybrid,78.5,237.36,215.94,134
Auris,2016,12995,Automatic,48315,Hybrid,72.4,237.36,215.94,134
Auris,2016,17195,Automatic,13147,Hybrid,70.6,314.08,279.25,134
Auris,2014,13000,Automatic,39248,Hybrid,70.6,237.45,216.01,134
Auris,2017,11495,Automatic,27717,Gasoline,61.4,209.96,193.33,101
Auris,2016,13295,Automatic,41982,Hybrid,78.5,242.84,220.46,134
Auris,2016,10795,Manual,28879,Gasoline,58.9,197.18,182.77,101
Auris,2017,14995,Automatic,54676,Hybrid,70.6,273.89,246.09,134
Auris,2017,11890,Manual,19189,Gasoline,58.9,217.18,199.28,101
Auris,2017,13997,Automatic,8496,Gasoline,55.4,255.66,231.04,101
Auris,2015,13000,Automatic,41000,Hybrid,72.4,237.45,216.01,134
Auris,2013,7995,Manual,34110,Gasoline,46.3,146.03,140.57,132
Auris,2014,14150,Automatic,50000,Hybrid,70.6,258.46,233.35,134
Auris,2017,19300,Automatic,24500,Hybrid,70.6,352.52,310.98,134
Auris,2017,12495,Automatic,16576,Gasoline,61.4,228.23,208.4,101
Auris,2015,9995,Manual,36719,Gasoline,58.9,182.56,170.71,101
Auris,2018,18995,Automatic,9197,Hybrid,65.6,346.95,306.38,134
Auris,2014,12995,Automatic,64108,Hybrid,72.4,237.36,215.94,134
Auris,2017,12495,Manual,28000,Gasoline,58.9,228.23,208.4,101
Auris,2016,12495,Automatic,50309,Hybrid,78.5,228.23,208.4,134
Auris,2015,13200,Automatic,25461,Hybrid,72.4,241.1,219.03,134
Auris,2017,11995,Manual,21195,Gasoline,58.9,219.09,200.86,101
Auris,2017,12550,Manual,16000,Gasoline,52.3,229.23,209.23,101
Auris,2016,12590,Automatic,31421,Hybrid,72.4,229.96,209.83,134
Auris,2014,11995,Automatic,31085,Hybrid,72.4,219.09,200.86,134
Auris,2017,16995,Automatic,19933,Hybrid,70.6,310.42,276.23,134
Auris,2014,10450,Automatic,89750,Hybrid,70.6,190.87,177.57,134
Auris,2015,10995,Automatic,56000,Hybrid,76.4,200.83,185.79,134
Auris,2018,12995,Manual,19479,Gasoline,52.3,237.36,215.94,101
Auris,2016,11995,Automatic,33371,Hybrid,78.5,219.09,200.86,134
Auris,2013,12995,Automatic,36919,Hybrid,74.3,237.36,215.94,134
Auris,2017,14995,Automatic,32000,Hybrid,78.5,273.89,246.09,134
Auris,2017,9995,Manual,38300,Gasoline,58.9,182.56,170.71,101
Auris,2019,17995,Automatic,13250,Hybrid,65.6,328.69,291.31,134
Auris,2014,10995,Automatic,46988,Hybrid,72.4,200.83,185.79,134
Auris,2018,16995,Automatic,19111,Hybrid,65.6,310.42,276.23,134
Auris,2017,13195,Automatic,40418,Hybrid,78.5,241.01,218.95,134
Auris,2017,17245,Automatic,20996,Hybrid,70.6,314.99,280,134
Auris,2018,17495,Automatic,19628,Hybrid,65.6,319.55,283.77,134
Auris,2016,9995,Manual,25234,Gasoline,58.9,182.56,170.71,101
Auris,2015,10995,Automatic,56272,Hybrid,72.4,200.83,185.79,134
Auris,2017,17628,Automatic,25000,Hybrid,70.6,321.98,285.78,134
Auris,2018,11995,Manual,17234,Gasoline,58.9,219.09,200.86,101
Auris,2017,17995,Automatic,20599,Hybrid,78.5,328.69,291.31,134
Auris,2017,11999,Manual,22458,Gasoline,58.9,219.17,200.92,101
Auris,2016,8871,Manual,41281,Gasoline,58.9,162.03,153.77,101
Auris,2016,12724,Automatic,38254,Hybrid,72.4,232.41,211.85,134
Auris,2014,9989,Semi-Auto,34400,Gasoline,47.1,182.45,170.62,132
Auris,2016,16288,Automatic,30587,Hybrid,70.6,297.51,265.58,134
Auris,2017,13595,Automatic,34879,Hybrid,78.5,248.32,224.98,134
Auris,2016,11000,Automatic,31239,Hybrid,80.7,200.92,185.86,134
Auris,2017,15369,Automatic,53236,Hybrid,78.5,280.72,251.72,134
Auris,2015,13450,Automatic,46817,Hybrid,76.4,245.67,222.8,134
Auris,2016,13899,Automatic,17363,Hybrid,78.5,253.87,229.56,134
Auris,2017,16845,Automatic,20124,Hybrid,78.5,307.68,273.97,134
Auris,2015,12450,Automatic,37643,Hybrid,72.4,227.41,207.72,134
Auris,2017,14995,Automatic,51535,Hybrid,78.5,273.89,246.09,134
Auris,2017,18450,Automatic,10526,Hybrid,70.6,337,298.17,134
Auris,2018,15895,Automatic,4834,Hybrid,68.8,290.33,259.65,134
Auris,2015,14750,Automatic,32040,Hybrid,70.6,269.42,242.39,134
Auris,2017,10750,Manual,14497,Gasoline,58.9,196.35,182.1,101
Auris,2015,12795,Automatic,34500,Hybrid,74.3,233.71,212.92,134
Auris,2017,17695,Automatic,12000,Hybrid,70.6,323.21,286.79,134
Auris,2015,14995,Automatic,19000,Hybrid,72.4,273.89,246.09,134
Auris,2016,15495,Automatic,15100,Hybrid,78.5,283.02,253.62,134
Auris,2016,15995,Automatic,44496,Hybrid,78.5,292.16,261.16,134
Auris,2017,16450,Automatic,27974,Hybrid,78.5,300.47,268.02,134
Auris,2013,13000,Automatic,34000,Hybrid,72.4,237.45,216.01,134
Auris,2015,12000,Automatic,82195,Hybrid,70.6,219.19,200.94,134
Auris,2017,14000,Automatic,24900,Hybrid,78.5,255.72,231.09,134
Auris,2018,11795,Manual,12567,Gasoline,58.9,215.44,197.85,101
Auris,2017,14136,Automatic,16137,Hybrid,78.5,258.2,233.14,134
Auris,2018,14495,Automatic,30460,Hybrid,68.8,264.76,238.55,134
Auris,2017,12250,Manual,13000,Gasoline,58.9,223.75,204.71,101
Auris,2014,12000,Automatic,36453,Hybrid,72.4,219.19,200.94,134
Auris,2016,15400,Automatic,29640,Hybrid,78.5,281.29,252.19,134
Auris,2015,14850,Automatic,42133,Hybrid,70.6,271.24,243.9,134
Auris,2014,12990,Automatic,52113,Hybrid,76.4,237.27,215.86,134
Auris,2016,15780,Automatic,19149,Hybrid,72.4,288.23,257.92,134
Auris,2017,14790,Automatic,28350,Hybrid,72.4,270.15,243,134
Auris,2014,12000,Automatic,12780,Hybrid,76.4,219.19,200.94,134
Auris,2014,12495,Automatic,54533,Hybrid,70.6,228.23,208.4,134
Auris,2015,12000,Automatic,47988,Hybrid,72.4,219.19,200.94,134
Auris,2016,16495,Automatic,28122,Hybrid,70.6,301.29,268.7,134
Auris,2017,15495,Automatic,17707,Hybrid,78.5,283.02,253.62,134
Auris,2017,14395,Automatic,19369,Hybrid,78.5,262.93,237.04,134
Auris,2016,17490,Automatic,29031,Hybrid,70.6,319.46,283.7,134
Auris,2013,9990,Automatic,42311,Hybrid,72.4,182.47,170.64,134
Auris,2017,15990,Automatic,8565,Hybrid,72.4,292.07,261.08,134
Auris,2016,12295,Automatic,38237,Hybrid,78.5,224.57,205.38,134
Auris,2013,10795,Automatic,51295,Hybrid,74.3,197.18,182.77,134
Auris,2017,14995,Automatic,44000,Hybrid,78.5,273.89,246.09,134
Auris,2016,16495,Automatic,19000,Hybrid,72.4,301.29,268.7,134
Auris,2018,17495,Automatic,15984,Hybrid,65.6,319.55,283.77,134
Auris,2017,8790,Manual,27191,Gasoline,50.4,160.55,152.55,101
Auris,2017,11590,Manual,15000,Gasoline,52.3,211.7,194.76,101
Auris,2017,16995,Automatic,26500,Hybrid,70.6,310.42,276.23,134
Auris,2015,14750,Automatic,32500,Hybrid,72.4,269.42,242.39,134
Auris,2013,9995,Automatic,43450,Hybrid,72.4,182.56,170.71,134
Auris,2018,13395,Manual,9246,Gasoline,51.4,244.67,221.97,101
Auris,2014,14895,Automatic,23102,Hybrid,70.6,272.06,244.58,134
Auris,2017,16991,Automatic,29500,Hybrid,78.5,310.35,276.17,134
Auris,2015,15791,Automatic,24984,Hybrid,70.6,288.43,258.08,134
Auris,2017,14991,Automatic,41000,Hybrid,78.5,273.82,246.02,134
Auris,2017,16791,Automatic,29850,Hybrid,78.5,306.7,273.16,134
Auris,2018,11395,Manual,39235,Gasoline,52.3,208.14,191.82,101
Auris,2015,13492,Automatic,18102,Hybrid,72.4,246.44,223.43,134
Auris,2016,12750,Automatic,31800,Hybrid,78.5,232.88,212.24,134
Auris,2013,10585,Automatic,19913,Hybrid,74.3,193.34,179.61,134
Auris,2016,12999,Automatic,31120,Hybrid,78.5,237.43,216,134
Auris,2014,10999,Automatic,16420,Hybrid,74.3,200.9,185.85,134
Auris,2017,11795,Manual,17775,Gasoline,52.3,215.44,197.85,101
Auris,2013,11895,Automatic,31718,Hybrid,72.4,217.27,199.36,134
Auris,2016,12891,Automatic,18601,Hybrid,72.4,235.46,214.37,134
Auris,2014,14495,Automatic,27721,Hybrid,70.6,264.76,238.55,134
Auris,2017,15495,Automatic,18144,Hybrid,72.4,283.02,253.62,134
Auris,2017,15956,Automatic,22352,Hybrid,78.5,291.44,260.57,134
Auris,2017,15891,Automatic,24967,Hybrid,70.6,290.26,259.59,134
Auris,2015,11342,Automatic,55838,Hybrid,76.4,207.17,191.02,134
Auris,2016,11968,Automatic,9976,Gasoline,61.4,218.6,200.46,101
Auris,2015,12985,Automatic,17785,Hybrid,76.4,237.18,215.79,134
Auris,2016,9990,Manual,22200,Gasoline,52.3,182.47,170.64,101
Auris,2016,12995,Automatic,19102,Hybrid,78.5,237.36,215.94,134
Auris,2016,13290,Automatic,51939,Hybrid,78.5,242.75,220.38,134
Auris,2014,12990,Automatic,26847,Hybrid,72.4,237.27,215.86,134
Auris,2016,13495,Automatic,21699,Hybrid,78.5,246.49,223.47,134
Auris,2015,13590,Automatic,14383,Hybrid,76.4,248.23,224.91,134
Auris,2014,12499,Automatic,40664,Hybrid,74.3,228.3,208.46,134
Auris,2013,10299,Automatic,47776,Hybrid,72.4,188.12,175.3,134
Auris,2013,8881,Automatic,63774,Hybrid,72.4,162.22,153.92,134
Auris,2016,15900,Automatic,20209,Hybrid,78.5,290.42,259.73,134
Auris,2016,9717,Manual,31280,Gasoline,58.9,177.49,166.52,101
Auris,2017,13901,Automatic,25504,Hybrid,78.5,253.91,229.59,134
Auris,2015,13465,Automatic,11153,Hybrid,70.6,245.94,223.02,134
Auris,2016,15795,Automatic,19714,Hybrid,70.6,288.5,258.14,134
Auris,2007,1795,Manual,70546,Gasoline,39.8,32.79,47.11,132
Auris,2007,1599,Manual,107000,Gasoline,39.8,29.21,44.15,132
Auris,2011,7995,Automatic,40000,Gasoline,70.6,146.03,140.57,147
Auris,2019,15814,Automatic,11928,Hybrid,68.8,288.85,258.43,134
Auris,2017,10795,Manual,18000,Gasoline,58.9,197.18,182.77,101
Auris,2014,6995,Manual,31000,Gasoline,46.3,127.77,125.49,132
Auris,2014,9000,Automatic,30896,Gasoline,48.7,164.39,155.72,132
Auris,2013,12300,Automatic,38986,Hybrid,70.6,224.67,205.46,134
Auris,2016,16600,Automatic,23366,Hybrid,70.6,303.21,270.28,134
Auris,2015,13000,Automatic,38095,Hybrid,76.4,237.45,216.01,134
Auris,2013,9099,Automatic,65119,Hybrid,72.4,166.2,157.21,134
Auris,2014,7625,Manual,39771,Gasoline,46.3,139.27,134.99,132
Auris,2015,12472,Automatic,18676,Hybrid,76.4,227.81,208.05,134
Auris,2014,11599,Automatic,27110,Hybrid,72.4,211.86,194.89,134
Auris,2014,9999,Automatic,46599,Hybrid,72.4,182.64,170.77,134
Auris,2015,8199,Manual,50119,Gasoline,58.9,149.76,143.64,101
Auris,2014,7995,Manual,14977,Gasoline,47.9,146.03,140.57,132
Auris,2018,12794,Manual,11870,Gasoline,51.3,233.69,212.91,101
Auris,2016,10290,Manual,19541,Gasoline,58.9,187.95,175.16,101
Auris,2016,8799,Manual,22594,Gasoline,58.9,160.72,152.69,101
Auris,2013,8959,Automatic,58787,Hybrid,72.4,163.64,155.1,134
Auris,2012,5458,Manual,65073,Gasoline,42.8,99.69,102.32,132
Auris,2014,7599,Manual,37202,Gasoline,46.3,138.8,134.6,132
Auris,2016,13599,Automatic,54904,Hybrid,78.5,248.39,225.04,134
Auris,2013,6727,Manual,54367,Gasoline,51.4,122.87,121.45,101
Auris,2013,5899,Manual,41000,Gasoline,51.4,107.75,108.97,101
Auris,2017,11500,Automatic,90970,Hybrid,78.5,210.05,193.4,134
Auris,2015,7295,Manual,57860,Gasoline,47.9,133.25,130.01,132
Auris,2016,13495,Automatic,17098,Hybrid,72.4,246.49,223.47,134
Auris,2015,14775,Automatic,27908,Hybrid,70.6,269.87,242.77,134
Auris,2016,15475,Automatic,37298,Hybrid,70.6,282.66,253.32,134
Auris,2014,14275,Automatic,22460,Hybrid,70.6,260.74,235.23,134
Auris,2016,13295,Automatic,28872,Hybrid,72.4,242.84,220.46,134
Auris,2017,17495,Automatic,21960,Hybrid,70.6,319.55,283.77,134
Auris,2018,17495,Automatic,22032,Hybrid,65.6,319.55,283.77,134
Auris,2017,16995,Automatic,21875,Hybrid,70.6,310.42,276.23,134
Auris,2017,14995,Automatic,35404,Hybrid,78.5,273.89,246.09,134
Auris,2018,17695,Automatic,9446,Hybrid,65.6,323.21,286.79,134
Auris,2014,11995,Automatic,34611,Hybrid,72.4,219.09,200.86,134
Auris,2015,7000,Manual,68022,Gasoline,58.9,127.86,125.57,101
Auris,2014,10400,Automatic,64854,Hybrid,70.6,189.96,176.82,134
Auris,2013,7750,Automatic,30000,Gasoline,49.6,141.56,136.87,132
Auris,2018,17795,Automatic,19668,Hybrid,65.6,325.03,288.29,134
Auris,2014,13695,Automatic,32198,Hybrid,70.6,250.15,226.49,134
Auris,2013,9700,Automatic,42349,Gasoline,72.4,177.18,166.27,147
Auris,2014,11773,Automatic,50280,Hybrid,70.6,215.04,197.52,134
Auris,2017,10300,Manual,14000,Gasoline,58.9,188.13,175.31,101
Auris,2017,10295,Manual,35459,Gasoline,58.9,188.04,175.24,101
Auris,2017,15995,Automatic,20543,Hybrid,78.5,292.16,261.16,134
Auris,2017,9995,Manual,21780,Gasoline,58.9,182.56,170.71,101
Auris,2015,12695,Automatic,22277,Hybrid,72.4,231.88,211.41,134
Auris,2017,10761,Manual,21951,Gasoline,58.9,196.55,182.26,101
Auris,2015,14600,Automatic,43261,Hybrid,70.6,266.68,240.13,134
Auris,2014,11985,Automatic,47719,Hybrid,70.6,218.91,200.71,134
Auris,2015,12985,Automatic,28975,Hybrid,72.4,237.18,215.79,134
Auris,2015,11295,Automatic,54450,Hybrid,72.4,206.31,190.31,134
Auris,2015,13675,Automatic,35002,Hybrid,72.4,249.78,226.19,134
Auris,2017,11975,Automatic,24139,Gasoline,53.3,218.73,200.56,101
Auris,2018,17475,Automatic,19176,Hybrid,65.6,319.19,283.47,134
Auris,2015,11675,Automatic,36457,Hybrid,74.3,213.25,196.04,134
Auris,2017,10985,Manual,24740,Gasoline,58.9,200.65,185.64,101
Auris,2017,13975,Automatic,18686,Hybrid,78.5,255.26,230.71,134
Auris,2014,12675,Automatic,20011,Hybrid,72.4,231.52,211.11,134
Auris,2015,15975,Automatic,35661,Hybrid,70.6,291.79,260.86,134
Auris,2011,4999,Automatic,150000,Gasoline,70.6,91.31,95.4,147
Auris,2013,11975,Automatic,33738,Hybrid,72.4,218.73,200.56,134
Auris,2008,4975,Manual,34801,Gasoline,39.8,90.87,95.04,132
Auris,2017,17675,Automatic,16401,Hybrid,78.5,322.84,286.48,134
Auris,2016,14975,Automatic,46580,Hybrid,78.5,273.53,245.78,134
Auris,2013,8495,Manual,22900,Gasoline,46.3,155.17,148.1,132
Auris,2014,12975,Automatic,55584,Hybrid,70.6,236.99,215.64,134
Auris,2014,10675,Automatic,28130,Hybrid,76.4,194.98,180.96,134
Auris,2013,7475,Manual,43156,Gasoline,46.3,136.53,132.73,132
Auris,2015,12975,Automatic,32909,Hybrid,78.5,236.99,215.64,134
Auris,2012,8499,Automatic,67698,Hybrid,72.4,155.24,148.16,134
Auris,2018,16999,Automatic,9173,Hybrid,65.6,310.5,276.29,134
Auris,2014,7750,Manual,21099,Gasoline,46.3,141.56,136.87,132
Auris,2017,17159,Automatic,12174,Hybrid,70.6,313.42,278.71,134
Auris,2016,8961,Manual,22367,Gasoline,58.9,163.68,155.13,101
Auris,2015,11961,Automatic,14303,Hybrid,72.4,218.47,200.35,134
Auris,2009,3250,Manual,84300,Gasoline,43.5,59.36,69.04,132
Auris,2017,13799,Automatic,23418,Hybrid,78.5,252.05,228.06,134
Auris,2016,13499,Automatic,71329,Hybrid,70.6,246.57,223.53,134
Auris,2009,2991,Manual,91379,Gasoline,48.7,54.63,65.13,101
Auris,2015,13999,Automatic,7040,Hybrid,72.4,255.7,231.07,134
Auris,2017,11699,Manual,17546,Gasoline,52.3,213.69,196.4,101
Auris,2015,13499,Automatic,55715,Hybrid,70.6,246.57,223.53,134
Auris,2016,9450,Manual,36283,Gasoline,52.3,172.61,162.5,101
Auris,2017,14950,Automatic,12414,Hybrid,72.4,273.07,245.41,134
Auris,2015,12950,Automatic,13381,Hybrid,72.4,236.54,215.26,134
Auris,2016,13950,Automatic,23589,Hybrid,72.4,254.8,230.33,134
Auris,2018,18499,Automatic,7649,Hybrid,65.6,337.89,298.91,134
Auris,2018,15450,Automatic,20000,Hybrid,68.8,282.2,252.94,134
Auris,2018,15450,Automatic,65601,Hybrid,68.8,282.2,252.94,134
Auris,2018,12950,Manual,10674,Gasoline,58.9,236.54,215.26,101
Auris,2017,11793,Automatic,11200,Gasoline,61.4,215.4,197.82,101
Auris,2018,16993,Automatic,4566,Hybrid,68.8,310.39,276.2,134
Auris,2017,11793,Manual,14686,Gasoline,52.3,215.4,197.82,101
Auris,2013,8950,Automatic,78881,Hybrid,72.4,163.48,154.96,134
Auris,2011,5950,Automatic,69000,Hybrid,70.6,108.68,109.74,134
Auris,2017,14995,Automatic,18500,Hybrid,78.5,273.89,246.09,134
Auris,2015,11995,Automatic,11270,Hybrid,74.3,219.09,200.86,134
Auris,2017,13450,Automatic,28000,Hybrid,78.5,245.67,222.8,134
Auris,2017,15450,Automatic,9952,Hybrid,72.4,282.2,252.94,134
Auris,2016,12491,Automatic,26465,Hybrid,78.5,228.15,208.34,134
Auris,2013,8695,Automatic,75000,Hybrid,72.4,158.82,151.12,134
Auris,2015,9299,Automatic,85895,Hybrid,70.6,169.85,160.22,134
Auris,2015,10493,Automatic,52000,Hybrid,74.3,191.66,178.22,134
Auris,2017,9990,Manual,20390,Gasoline,58.9,182.47,170.64,101
Auris,2017,11990,Manual,4653,Gasoline,58.9,219,200.79,101
Auris,2016,13995,Automatic,19931,Hybrid,78.5,255.63,231.01,134
Auris,2015,12990,Automatic,17052,Hybrid,76.4,237.27,215.86,134
Auris,2016,8750,Manual,33123,Gasoline,58.9,159.82,151.95,101
Auris,2016,12199,Automatic,48913,Hybrid,78.5,222.82,203.94,134
Auris,2013,7000,Manual,27148,Gasoline,51.4,127.86,125.57,101
Auris,2012,5200,Manual,77000,Gasoline,42.8,94.98,98.43,132
Auris,2018,15549,Automatic,16238,Hybrid,68.8,284.01,254.44,134
Auris,2012,6999,Automatic,86256,Hybrid,70.6,127.84,125.55,134
Auris,2018,18495,Automatic,16442,Hybrid,65.6,337.82,298.84,134
Auris,2019,18599,Automatic,16039,Hybrid,65.6,339.72,300.41,134
Auris,2016,12750,Automatic,30823,Hybrid,78.5,232.88,212.24,134
Auris,2014,10995,Automatic,46714,Hybrid,76.4,200.83,185.79,134
Auris,2014,9949,Automatic,66900,Hybrid,74.3,181.72,170.02,134
Auris,2012,4995,Manual,71062,Gasoline,47.9,91.24,95.34,101
Auris,2007,2995,Manual,79183,Gasoline,39.8,54.71,65.19,132
Auris,2015,13495,Automatic,46120,Hybrid,70.6,246.49,223.47,134
Auris,2014,11795,Automatic,60880,Hybrid,76.4,215.44,197.85,134
Auris,2017,13500,Automatic,59150,Hybrid,78.5,246.58,223.55,134
Auris,2017,12000,Automatic,86980,Hybrid,78.5,219.19,200.94,134
Auris,2017,10490,Automatic,35000,Gasoline,61.4,191.6,178.18,101
Auris,2014,11490,Automatic,33000,Hybrid,76.4,209.87,193.25,134
Auris,2017,15990,Automatic,24000,Hybrid,70.6,292.07,261.08,134
Auris,2014,11490,Automatic,29000,Hybrid,72.4,209.87,193.25,134
Auris,2009,3990,Manual,44000,Gasoline,43.5,72.88,80.19,132
Auris,2017,14849,Automatic,23746,Hybrid,78.5,271.22,243.88,134
Auris,2013,9995,Automatic,38000,Hybrid,74.3,182.56,170.71,134
Auris,2013,8995,Automatic,53331,Hybrid,72.4,164.3,155.64,134
Auris,2014,9600,Automatic,23865,Gasoline,48.7,175.35,164.76,132
Auris,2011,6800,Automatic,67437,Hybrid,70.6,124.21,122.55,134
Auris,2017,16995,Automatic,22192,Hybrid,78.5,310.42,276.23,134
Auris,2016,14495,Automatic,13285,Hybrid,72.4,264.76,238.55,134
Auris,2015,12000,Automatic,25000,Hybrid,76.4,219.19,200.94,134
Auris,2016,14995,Automatic,36000,Hybrid,70.6,273.89,246.09,134
Auris,2017,18395,Automatic,18132,Hybrid,70.6,335.99,297.34,134
Auris,2017,15700,Automatic,33388,Hybrid,78.5,286.77,256.71,134
Auris,2016,12200,Automatic,38541,Hybrid,72.4,222.84,203.95,134
Auris,2017,18795,Automatic,22071,Hybrid,70.6,343.3,303.37,134
Auris,2016,15495,Automatic,31697,Hybrid,78.5,283.02,253.62,134
Auris,2014,11495,Automatic,32962,Hybrid,76.4,209.96,193.33,134
Auris,2014,10000,Manual,23743,Gasoline,46.3,182.65,170.79,132
Auris,2013,10490,Automatic,29935,Hybrid,74.3,191.6,178.18,134
Auris,2014,9990,Automatic,65882,Hybrid,76.4,182.47,170.64,134
Auris,2018,14995,Automatic,49989,Hybrid,65.6,273.89,246.09,134
Auris,2018,13995,Automatic,73000,Hybrid,65.6,255.63,231.01,134
Auris,2015,13450,Automatic,17148,Hybrid,72.4,245.67,222.8,134
Auris,2017,17390,Automatic,11432,Hybrid,78.5,317.64,282.19,134
Auris,2013,8490,Automatic,46287,Gasoline,48.7,155.07,148.03,132
Auris,2017,17850,Automatic,13175,Hybrid,78.5,326.04,289.12,134
Auris,2017,15790,Automatic,40502,Hybrid,78.5,288.41,258.07,134
Auris,2017,16150,Automatic,36193,Hybrid,78.5,294.99,263.5,134
Auris,2017,14290,Automatic,30916,Hybrid,72.4,261.01,235.46,134
Auris,2018,17750,Automatic,21895,Hybrid,65.6,324.21,287.61,134
Auris,2014,9340,Automatic,57000,Hybrid,72.4,170.6,160.84,134
Auris,2015,10880,Automatic,43000,Hybrid,72.4,198.73,184.05,134
Auris,2014,9440,Automatic,51000,Hybrid,74.3,172.43,162.35,134
Auris,2017,15550,Automatic,8963,Hybrid,78.5,284.03,254.45,134
Auris,2014,7240,Automatic,141000,Hybrid,70.6,132.24,129.18,134
Auris,2014,11000,Automatic,51750,Hybrid,70.6,200.92,185.86,134
Auris,2016,11950,Automatic,20220,Gasoline,55.4,218.27,200.18,101
Auris,2017,11500,Manual,24960,Gasoline,51.4,210.05,193.4,101
Auris,2017,17150,Automatic,16309,Hybrid,78.5,313.25,278.57,134
Auris,2016,14790,Automatic,9675,Hybrid,78.5,270.15,243,134
Auris,2017,16000,Automatic,4309,Hybrid,78.5,292.25,261.23,134
Auris,2018,14500,Automatic,17279,Hybrid,68.8,264.85,238.62,134
Auris,2007,3395,Automatic,84000,Gasoline,40.9,62.01,71.22,132
Auris,2014,8250,Manual,11943,Gasoline,47.9,150.69,144.41,132
Auris,2017,15295,Automatic,17660,Hybrid,78.5,279.37,250.61,134
Auris,2014,11000,Automatic,54669,Hybrid,76.4,200.92,185.86,134
Auris,2014,11400,Automatic,49626,Hybrid,70.6,208.23,191.89,134
Auris,2016,15700,Automatic,16593,Hybrid,70.6,286.77,256.71,134
Auris,2016,12500,Automatic,28609,Hybrid,78.5,228.32,208.48,134
Auris,2015,13600,Automatic,31745,Hybrid,70.6,248.41,225.06,134
Auris,2018,14900,Automatic,36376,Hybrid,65.6,272.16,244.65,134
Auris,2016,12000,Automatic,39080,Hybrid,78.5,219.19,200.94,134
Auris,2016,12500,Automatic,56680,Hybrid,70.6,228.32,208.48,134
Auris,2016,13400,Automatic,24610,Hybrid,78.5,244.76,222.04,134
Auris,2018,15800,Automatic,28365,Hybrid,65.6,288.59,258.22,134
Auris,2015,10800,Automatic,30754,Hybrid,74.3,197.27,182.85,134
Auris,2017,15000,Automatic,39225,Hybrid,70.6,273.98,246.16,134
Auris,2017,14000,Automatic,35633,Hybrid,78.5,255.72,231.09,134
Auris,2017,12000,Automatic,12057,Gasoline,55.4,219.19,200.94,101
Auris,2015,11400,Automatic,56617,Hybrid,70.6,208.23,191.89,134
Auris,2017,13800,Automatic,65442,Hybrid,70.6,252.06,228.07,134
Auris,2015,12500,Automatic,34277,Hybrid,72.4,228.32,208.48,134
